GENE ID	GENE ALIASES	START	END	FUNCTIONAL ROLES	SUBSYSTEMS	SUBSYSTEM CLASS	REACTIONS
peg.3136	"yugN,Bsu3128,NP_391011.1,gi|16080185,GeneID:938845"	3218905	3218905				
peg.3137	"yugM,Bsu3129,NP_391012.1,gi|16080186,GeneID:937159"	3219369	3219369				
peg.3138	"pgi,Bsu3130,NP_391013.1,gi|16080187,GeneID:937165"	3219799	3219799	Glucose-6-phosphate isomerase (EC 5.3.1.9)	"Formaldehyde_assimilation:_Ribulose_monophosphate_pathway|Glycolysis_and_Gluconeogenesis|Glycolysis_and_Gluconeogenesis,_including_Archaeal_enzymes|Sucrose_Metabolism"	Carbohydrates	rxn00558|rxn02380|rxn01977
peg.3139	"yugK,Bsu3131,NP_391014.1,gi|16080188,GeneID:938844"	3221266	3221266	NADH-dependent butanol dehydrogenase B (EC 1.1.1.-)	Butanol_Biosynthesis	Carbohydrates	rxn02527
peg.3140	"yugJ,Bsu3132,NP_391015.1,gi|16080189,GeneID:937164"	3222542	3222542	NADH-dependent butanol dehydrogenase A (EC 1.1.1.-)	Butanol_Biosynthesis	Carbohydrates	rxn02527
peg.3141	"yuzA,Bsu3133,NP_391016.1,gi|16080190,GeneID:937163"	3223935	3223935	DUF378 domain-containing protein			
peg.3142	"yugI,Bsu3134,NP_391017.1,gi|16080191,GeneID:938849"	3224249	3224249	General stress protein 13			
peg.3143	"yugH,Bsu3135,NP_391018.1,gi|16080192,GeneID:938846"	3224936	3224936	"N-acetyl-L,L-diaminopimelate aminotransferase homolog (EC 2.6.1.-)"			rxn03086
peg.3144	"yugG,Bsu3136,NP_391019.1,gi|16080193,GeneID:937166"	3226010	3226010				
peg.3145	"yugF,Bsu3137,NP_391020.1,gi|16080194,GeneID:937169"	3226658	3226658	Alpha/beta hydrolase fold (EC 3.8.1.5)			rxn05023
peg.3146	"yugE,Bsu3138,NP_391021.1,gi|16080195,GeneID:938847"	3227508	3227508	DUF1871 domain-containing protein			
peg.3147	"patB,Bsu3139,NP_391022.1,gi|16080196,GeneID:937170"	3227855	3227855	Putative aminotransferase			
peg.3148	"kinB,Bsu3140,NP_391023.1,gi|16080197,GeneID:937167"	3229144	3229144	Sporulation kinase B (EC 2.7.13.3)			
peg.3149	"kapB,Bsu3141,NP_391024.1,gi|16080198,GeneID:938848"	3230479	3230479	required for activation of KinB in the initiation of sporulation			
peg.3150	"kapD,Bsu3142,NP_391025.1,gi|16080199,GeneID:937171"	3230892	3230892	inhibition of the KinA pathway to sporulation			
peg.3151	"yuxJ,Bsu3143,NP_391026.1,gi|16080200,GeneID:938852"	3231827	3231827				
peg.3152	"pbpD,Bsu3144,NP_391027.1,gi|16080201,GeneID:938851"	3232990	3232990	Penicillin-binding protein 4 precursor (PBP 4)			
peg.3153	"yuxK,Bsu3145,NP_391028.1,gi|16080202,GeneID:938854"	3234885	3234885	alternate gene name: yugD			
peg.3154	"yufK,Bsu3146,NP_391029.1,gi|16080203,GeneID:938853"	3235501	3235501	putative membrane protein			
peg.3155	"yufL,Bsu3147,NP_391030.1,gi|16080204,GeneID:937173"	3236236	3236236	"Two-component sensor histidine kinase, malate (EC 2.7.3.-)"	"Pyruvate_metabolism_I:_anaplerotic_reactions,_PEP"	Carbohydrates	
peg.3156	"yufM,Bsu3148,NP_391031.1,gi|16080205,GeneID:937174"	3237830	3237830	"Two-component response regulator, malate (EC 2.7.3.-)"	"Pyruvate_metabolism_I:_anaplerotic_reactions,_PEP"	Carbohydrates	
peg.3157	"yufN,Bsu3149,NP_391032.1,gi|16080206,GeneID:938870"	3239036	3239036	"Unspecified monosaccharide ABC transport system, substrate-binding component"			rxn05147|rxn05173|rxn05194|rxn05162|rxn05167|rxn05160
peg.3158	"yufO,Bsu3150,NP_391033.1,gi|16080207,GeneID:937172"	3240164	3240164	"Unspecified monosaccharide ABC transport system, ATP-binding protein"			rxn05147|rxn05173|rxn05194|rxn05162|rxn05167|rxn05160
peg.3159	"yufP,Bsu3151,NP_391034.1,gi|16080208,GeneID:937175"	3241689	3241689	"Unspecified monosaccharide ABC transport system, permease component Ia (FIG025991)|Unspecified monosaccharide ABC transport system, permease component Ib (FIG143636)"			rxn05147|rxn05173|rxn05194|rxn05162|rxn05167|rxn05160
peg.3160	"yufQ,Bsu3152,NP_391035.1,gi|16080209,GeneID:937176"	3242736	3242736	"Unspecified monosaccharide ABC transport system, permease component 2"			rxn05147|rxn05173|rxn05194|rxn05162|rxn05167|rxn05160
peg.3161	"yufR,Bsu3153,NP_391036.1,gi|16080210,GeneID:938855"	3243849	3243849	Malate Na(+) symporter	"Pyruvate_metabolism_I:_anaplerotic_reactions,_PEP"	Carbohydrates	rxn05207
peg.3162	"yufS,Bsu3154,NP_391037.1,gi|16080211,GeneID:938856"	3245231	3245231				
peg.3163	"yufT,Bsu3155,NP_391038.1,gi|16080212,GeneID:938828"	3245758	3245758	Na(+) H(+) antiporter subunit A (TC 2.A.63.1.2)	Sodium_Hydrogen_Antiporter	Membrane Transport	rxn05209
peg.3164	"yufU,Bsu3156,NP_391039.1,gi|16080213,GeneID:937177"	3248075	3248075	Na(+) H(+) antiporter subunit B (TC 2.A.63.1.2)	Sodium_Hydrogen_Antiporter	Membrane Transport	rxn05209
peg.3165	"yufV,Bsu3157,NP_391040.1,gi|16080214,GeneID:937139"	3248506	3248506	Na(+) H(+) antiporter subunit C (TC 2.A.63.1.2)	Sodium_Hydrogen_Antiporter	Membrane Transport	rxn05209
peg.3166	"yufD,Bsu3158,NP_391041.1,gi|16080215,GeneID:938858"	3248840	3248840	Na(+) H(+) antiporter subunit D (TC 2.A.63.1.2)	Sodium_Hydrogen_Antiporter	Membrane Transport	rxn05209
peg.3167	"mnhE,Bsu3159,NP_391042.1,gi|16081160,GeneID:937936"	3250326	3250326	Na(+) H(+) antiporter subunit E (TC 2.A.63.1.2)	Sodium_Hydrogen_Antiporter	Membrane Transport	rxn05209
peg.3168	"yufC,Bsu3160,NP_391043.1,gi|16080216,GeneID:938862"	3250800	3250800	Na(+) H(+) antiporter subunit F (TC 2.A.63.1.2)	Sodium_Hydrogen_Antiporter	Membrane Transport	rxn05209
peg.3169	"yufB,Bsu3161,NP_391044.1,gi|16080217,GeneID:938864"	3251068	3251068	Na(+) H(+) antiporter subunit G (TC 2.A.63.1.2)	Sodium_Hydrogen_Antiporter	Membrane Transport	rxn05209
peg.3170	"yuxO,Bsu3162,NP_391045.1,gi|16080218,GeneID:937178"	3251481	3251481	ComA operon protein 2			
peg.3171	"comA,Bsu3163,NP_391046.1,gi|16080219,GeneID:937179"	3251880	3251880	"positive regulation of late competence genes and surfactin production (comS, srfA, rapA)"			
peg.3172	"comP,Bsu3164,NP_391047.1,gi|16080220,GeneID:938866"	3252605	3252605	involved in early competence			
peg.3173	"comX,Bsu3165,NP_391048.1,gi|16080221,GeneID:938875"	3254929	3254929	required for the development of genetic competence possibly by activating ComA through extracellular signaling of Spo0K			
peg.3174	"comQ,Bsu3166,NP_391049.1,gi|16080222,GeneID:937180"	3255084	3255084	regulation of late competence operon (comG) and surfactin expression (srfA)			
peg.3175	"degQ,Bsu3167,NP_391050.1,gi|16080223,GeneID:936547"	3256168	3256168	"hyperproduction of levansucrase and other extracellular degradative enzymes (aprE, nprE, amyE)"			
peg.3176	"yuzC,Bsu3168,NP_391051.1,gi|16080224,GeneID:938859"	3256769	3256769				
peg.3177	"yuxH,Bsu3169,NP_391052.1,gi|16080225,GeneID:937185"	3257113	3257113	"alternate gene name: comB, yufA"			
peg.3178	"yueK,Bsu3170,NP_391053.1,gi|16080226,GeneID:937186"	3258479	3258479	Nicotinate phosphoribosyltransferase (EC 2.4.2.11)	NAD_and_NADP_cofactor_biosynthesis_global|NAD_regulation|Redox-dependent_regulation_of_nucleus_processes	"Cofactors, Vitamins, Prosthetic Groups, Pigments|Stress Response"	rxn01265
peg.3179	"yueJ,Bsu3171,NP_391054.1,gi|16080227,GeneID:938863"	3259967	3259967	Nicotinamidase (EC 3.5.1.19)	NAD_and_NADP_cofactor_biosynthesis_global|NAD_regulation|Redox-dependent_regulation_of_nucleus_processes	"Cofactors, Vitamins, Prosthetic Groups, Pigments|Stress Response"	rxn00938
peg.3180	"yueI,Bsu3172,NP_391055.1,gi|16080228,GeneID:938125"	3260615	3260615	DUF1694 domain-containing protein			
peg.3181	"yueH,Bsu3173,NP_391056.1,gi|16080229,GeneID:936537"	3261085	3261085				
peg.3182	"yueG,Bsu3174,NP_391057.1,gi|16080230,GeneID:936561"	3261406	3261406	Similar to proteins GerPF and GerPA			
peg.3183	"yueF,Bsu3175,NP_391058.1,gi|16080231,GeneID:936534"	3261687	3261687	UPF0118 membrane protein YrrI			
peg.3184	"yuzE,Bsu3176,NP_391059.1,gi|16080232,GeneID:937187"	3262911	3262911				
peg.3185	"yuzF,Bsu3177,NP_391060.1,gi|16080233,GeneID:936562"	3263341	3263341				
peg.3186	"yueE,Bsu3178,NP_391061.1,gi|16080234,GeneID:936545"	3263754	3263754				
peg.3187	"yueD,Bsu3179,NP_391062.1,gi|16080235,GeneID:936558"	3264482	3264482	Benzil reductase			
peg.3188	"yueC,Bsu3180,NP_391063.1,gi|16080236,GeneID:936550"	3265276	3265276				
peg.3189	"yueB,Bsu3181,NP_391064.1,gi|16080237,GeneID:936567"	3265763	3265763	Bacteriophage SPP1 receptor|Putative secretion accessory protein EsaA/YueB	ESAT-6_proteins_secretion_system_in_Firmicutes	Virulence	
peg.3190	"yukA,Bsu3182,NP_391065.1,gi|16080238,GeneID:936556"	3268990	3268990	"FtsK/SpoIIIE family protein, putative secretion system component EssC/YukA"	ESAT-6_proteins_secretion_system_in_Firmicutes	Virulence	
peg.3191	"yukB,Bsu3183,NP_391066.1,gi|16080239,GeneID:936565"	3272613	3272613	"FtsK/SpoIIIE family protein, putative secretion system component EssC/YukA"	ESAT-6_proteins_secretion_system_in_Firmicutes	Virulence	
peg.3192	"yukC,Bsu3184,NP_391067.1,gi|16080240,GeneID:936572"	3273516	3273516	Putative secretion system component EssB/YukC	ESAT-6_proteins_secretion_system_in_Firmicutes	Virulence	
peg.3193	"yukD,Bsu3185,NP_391068.1,gi|16080241,GeneID:936543"	3274886	3274886	Putative secretion accessory protein EsaB/YukD	ESAT-6_proteins_secretion_system_in_Firmicutes	Virulence	
peg.3194	"yukE,Bsu3186,NP_391069.1,gi|16080242,GeneID:936578"	3275269	3275269	ESAT-6/Esx family secreted protein EsxA/YukE	ESAT-6_proteins_secretion_system_in_Firmicutes	Virulence	
peg.3195	"yukF,Bsu3187,NP_391070.1,gi|16080243,GeneID:938860"	3276008	3276008	Regulator of polyketide synthase expression			
peg.3196	"ald,Bsu3188,NP_391071.1,gi|16080244,GeneID:936557"	3277380	3277380	Alanine dehydrogenase (EC 1.4.1.1)	Pyruvate_Alanine_Serine_Interconversions	Carbohydrates	rxn00278
peg.3197	"yuxI,Bsu3189,NP_391072.1,gi|16080245,GeneID:936564"	3278629	3278629	alternate gene name: yukI			
peg.3198	"yukJ,Bsu3190,NP_391073.1,gi|16080246,GeneID:937111"	3278870	3278870				
peg.3199	"Bsu3190a,NP_570909.1,gi|18677782,GeneID:937958"	3279351	3279351	Uncharacterized conserved protein			
peg.3200	"yukL,Bsu3191,NP_391074.1,gi|16080247,GeneID:936575"	3279576	3279576				
peg.3201	"yukM,Bsu3192,NP_391075.1,gi|16080248,GeneID:936573"	3282303	3282303	nonribosomal peptide synthetase DhbF			
peg.3202	"dhbF,Bsu3193,NP_391076.1,gi|16080249,GeneID:936569"	3282876	3282876	Enterobactin synthetase component F (EC 2.7.7.-)	Siderophore_enterobactin_biosynthesis_and_ferric_enterbactin_transport	Virulence	
peg.3203	"dhbB,Bsu3194,NP_391077.1,gi|16080250,GeneID:936582"	3286732	3286732	Isochorismatase (EC 3.3.2.1) of siderophore biosynthesis	"Chorismate:_Intermediate_for_synthesis_of_PAPA_antibiotics,_PABA,_anthranilate,_3-hydroxyanthranilate_and_more.|Iron_acquisition_in_Vibrio"	Amino Acids and Derivatives|Virulence	rxn02177
peg.3204	"dhbE,Bsu3195,NP_391078.1,gi|16080251,GeneID:936509"	3287698	3287698	"2,3-dihydroxybenzoate-AMP ligase (EC 2.7.7.58)"	Iron_acquisition_in_Vibrio|Siderophore_enterobactin_biosynthesis_and_ferric_enterbactin_transport	Virulence	rxn01093
peg.3205	"dhbC,Bsu3196,NP_391079.1,gi|16080252,GeneID:937162"	3289346	3289346	Isochorismate synthase (EC 5.4.4.2) of siderophore biosynthesis	"Chorismate:_Intermediate_for_synthesis_of_PAPA_antibiotics,_PABA,_anthranilate,_3-hydroxyanthranilate_and_more.|Iron_acquisition_in_Vibrio"	Amino Acids and Derivatives|Virulence	rxn01258
peg.3206	"dhbA,Bsu3197,NP_391080.1,gi|16080253,GeneID:936579"	3290568	3290568	"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase (EC 1.3.1.28)"	Iron_acquisition_in_Vibrio|Siderophore_enterobactin_biosynthesis_and_ferric_enterbactin_transport	Virulence	rxn01094
peg.3207	"yuiI,Bsu3198,NP_391081.1,gi|16080254,GeneID:936592"	3291547	3291547	IroE protein			
peg.3208	"yuiH,Bsu3199,NP_391082.1,gi|16080255,GeneID:937188"	3292630	3292630	Sulfite oxidase and related enzymes			
peg.3209	"yuiG,Bsu3200,NP_391083.1,gi|16080256,GeneID:936511"	3293327	3293327	Substrate-specific component BioY of biotin ECF transporter	Biotin_biosynthesis	"Cofactors, Vitamins, Prosthetic Groups, Pigments"	rxn05223
peg.3210	"yuiF,Bsu3201,NP_391084.1,gi|16080257,GeneID:937212"	3293999	3293999	Na+/H+ antiporter family protein			
peg.3211	"yuiE,Bsu3202,NP_391085.1,gi|16080258,GeneID:936587"	3295474	3295474	Cytosol aminopeptidase PepA (EC 3.4.11.1)	Dehydrogenase_complexes|Protein_degradation	Carbohydrates|Protein Metabolism	
peg.3212	"yuiD,Bsu3203,NP_391086.1,gi|16080259,GeneID:936516"	3297134	3297134	Integral membrane protein			
peg.3213	"yuiC,Bsu3204,NP_391087.1,gi|16080260,GeneID:936601"	3297641	3297641	Cell wall-binding protein			
peg.3214	"yuiB,Bsu3205,NP_391088.1,gi|16080261,GeneID:938035"	3298401	3298401	YUIB protein			
peg.3215	"yuiA,Bsu3206,NP_391089.1,gi|16080262,GeneID:938869"	3298775	3298775				
peg.3216	"yumB,Bsu3207,NP_391090.1,gi|16080263,GeneID:937062"	3299091	3299091	NADH dehydrogenase (EC 1.6.99.3)	Carboxysome|Respiratory_dehydrogenases_1	Carbohydrates|Respiration	rxn05747
peg.3217	"yumC,Bsu3208,NP_391091.1,gi|16080264,GeneID:936577"	3300643	3300643	Thioredoxin reductase (EC 1.8.1.9)	"Glycine_reductase,_sarcosine_reductase_and_betaine_reductase|Wyeosine-MimG_Biosynthesis|pyrimidine_conversions"	Protein Metabolism|RNA Metabolism|Nucleosides and Nucleotides	rxn05289
peg.3218	"yuzG,Bsu3209,NP_391092.1,gi|16080265,GeneID:936597"	3301680	3301680				
peg.3219	"yumD,Bsu3210,NP_391093.1,gi|16080266,GeneID:937189"	3302099	3302099	GMP reductase (EC 1.7.1.7)	Purine_conversions	Nucleosides and Nucleotides	rxn00837
peg.3220	"paiB,Bsu3211,NP_391094.1,gi|16080267,GeneID:936588"	3303153	3303153	negative regulation of sporulation and degradative enzyme genes			
peg.3221	"paiA,Bsu3212,NP_391095.1,gi|16080268,GeneID:937204"	3303800	3303800	"negative regulation of sporulation, septation and degradative enzyme genes (aprE, nprE, phoA, sacB)"			
peg.3222	"yutM,Bsu3213,NP_391096.1,gi|16080269,GeneID:936627"	3304656	3304656	probable iron binding protein from the HesB_IscA_SufA family	Fe-S_cluster_assembly	"Cofactors, Vitamins, Prosthetic Groups, Pigments"	
peg.3223	"yutL,Bsu3214,NP_391097.1,gi|16080270,GeneID:937110"	3305097	3305097	Diaminopimelate epimerase (EC 5.1.1.7)	Lysine_Biosynthesis_DAP_Pathway	Amino Acids and Derivatives	rxn01974
peg.3224	"yutK,Bsu3215,NP_391098.1,gi|16080271,GeneID:936517"	3306074	3306074	Nucleoside permease NupC	Deoxyribose_and_Deoxynucleoside_Catabolism	Carbohydrates	rxn05198|rxn05199|rxn05200|rxn05205
peg.3225	"yuzB,Bsu3216,NP_391099.1,gi|16080272,GeneID:936585"	3307425	3307425				
peg.3226	"yutJ,Bsu3217,NP_391100.1,gi|16080273,GeneID:936600"	3307924	3307924	NADH dehydrogenase (EC 1.6.99.3)	Carboxysome|Respiratory_dehydrogenases_1	Carbohydrates|Respiration	rxn05747
peg.3227	"yuzD,Bsu3218,NP_391101.1,gi|16080274,GeneID:937202"	3309018	3309018				
peg.3228	"yutI,Bsu3219,NP_391102.1,gi|16080275,GeneID:936658"	3309444	3309444	NifU-like protein			
peg.3229	"yuxL,Bsu3220,NP_391103.1,gi|16080276,GeneID:936648"	3309821	3309821	Probable peptidase yuxL (EC 3.4.21.-)			
peg.3230	"thrB,Bsu3221,NP_391104.1,gi|16080277,GeneID:936665"	3311902	3311902	Homoserine kinase (EC 2.7.1.39)	Methionine_Biosynthesis|Threonine_and_Homoserine_Biosynthesis	Amino Acids and Derivatives	rxn01300
peg.3231	"thrC,Bsu3222,NP_391105.1,gi|16080278,GeneID:936660"	3312828	3312828	Threonine synthase (EC 4.2.3.1)	Threonine_and_Homoserine_Biosynthesis	Amino Acids and Derivatives	rxn01069
peg.3232	"hom,Bsu3223,NP_391106.1,gi|16080279,GeneID:936654"	3313886	3313886	Homoserine dehydrogenase (EC 1.1.1.3)	Methionine_Biosynthesis|Threonine_and_Homoserine_Biosynthesis	Amino Acids and Derivatives	rxn01302|rxn01301
peg.3233	"yutH,Bsu3224,NP_391107.1,gi|16080280,GeneID:936635"	3315388	3315388	Spore coat protein S	Bsub-Spore-Coat	Cell Wall and Capsule	
peg.3234	"yutG,Bsu3225,NP_391108.1,gi|16080281,GeneID:936659"	3316560	3316560	Low temperature requirement C protein			
peg.3235	"yutF,Bsu3226,NP_391109.1,gi|16080282,GeneID:936508"	3317087	3317087	Hypothetical NagD-like phosphatase			
peg.3236	"yutE,Bsu3227,NP_391110.1,gi|16080283,GeneID:938483"	3317886	3317886				
peg.3237	"yutD,Bsu3228,NP_391111.1,gi|16080284,GeneID:937182"	3318344	3318344				
peg.3238	"yutC,Bsu3229,NP_391112.1,gi|16080285,GeneID:936674"	3318734	3318734				
peg.3239	"yutB,Bsu3230,NP_391113.1,gi|16080286,GeneID:938861"	3319382	3319382	Lipoate synthase	Lipoic_acid_metabolism|YgfZ	"Cofactors, Vitamins, Prosthetic Groups, Pigments"	
peg.3240	"yunA,Bsu3231,NP_391114.1,gi|16080287,GeneID:936510"	3320444	3320444	"Cell wall endopeptidase, family M23/M37"			
peg.3241	"yunB,Bsu3232,NP_391115.1,gi|16080288,GeneID:936670"	3321521	3321521				
peg.3242	"yunC,Bsu3233,NP_391116.1,gi|16080289,GeneID:936679"	3322358	3322358	DUF1805 domain-containing protein			
peg.3243	"yunD,Bsu3234,NP_391117.1,gi|16080290,GeneID:936666"	3322728	3322728	5'-nucleotidase (EC 3.1.3.5)|UDP-sugar hydrolase (EC 3.6.1.45)	Purine_conversions|pyrimidine_conversions	Nucleosides and Nucleotides	rxn00212|rxn09348|rxn09355|rxn09340|rxn09341
peg.3244	"yunE,Bsu3235,NP_391118.1,gi|16080291,GeneID:936506"	3324136	3324136				
peg.3245	"yunF,Bsu3236,NP_391119.1,gi|16080292,GeneID:937089"	3324975	3324975	COG1801: Uncharacterized conserved protein			
peg.3246	"yunG,Bsu3237,NP_391120.1,gi|16080293,GeneID:936684"	3325861	3325861				
peg.3247	"yunH,Bsu3238,NP_391121.1,gi|16080294,GeneID:936662"	3326305	3326305	Allantoinase (EC 3.5.2.5)			rxn01748
peg.3248	"yunI,Bsu3239,NP_391122.1,gi|16080295,GeneID:937221"	3327820	3327820	Transcriptional regulatory protein			
peg.3249	"yunJ,Bsu3240,NP_391123.1,gi|16080296,GeneID:937096"	3329560	3329560	Xanthine permease			rxn05201|rxn05202|rxn05636
peg.3250	"yunK,Bsu3241,NP_391124.1,gi|16080297,GeneID:937191"	3330915	3330915	Xanthine permease			rxn05201|rxn05202|rxn05636
peg.3251	"yunL,Bsu3242,NP_391125.1,gi|16080298,GeneID:936669"	3332220	3332220	Uricase (EC 1.7.3.3)			rxn01523
peg.3252	"yunM,Bsu3243,NP_391126.1,gi|16080299,GeneID:937977"	3333683	3333683	Transthyretin-like protein pucM			
peg.3253	"yurB,Bsu3244,NP_391127.1,gi|16080300,GeneID:936680"	3334809	3334809	Xanthine dehydrogenase iron-sulfur subunit (EC 1.17.1.4)			rxn01297|rxn01522
peg.3254	"yurC,Bsu3245,NP_391128.1,gi|16080301,GeneID:936686"	3335321	3335321	"Xanthine dehydrogenase, molybdenum binding subunit (EC 1.17.1.4)"			rxn01297|rxn01522
peg.3255	"yurD,Bsu3246,NP_391129.1,gi|16080302,GeneID:936685"	3337559	3337559	"Xanthine dehydrogenase, FAD binding subunit (EC 1.17.1.4)"			rxn01297|rxn01522
peg.3256	"yurE,Bsu3247,NP_391130.1,gi|16080303,GeneID:936486"	3338414	3338414				
peg.3257	"yurF,Bsu3248,NP_391131.1,gi|16080304,GeneID:938865"	3339004	3339004				
peg.3258	"yurG,Bsu3249,NP_391132.1,gi|16080305,GeneID:936676"	3340225	3340225	L-alanine:glyoxylate aminotransferase (EC 2.6.1.44)|Serine--pyruvate aminotransferase (EC 2.6.1.51)	Photorespiration_(oxidative_C2_cycle)|Pyruvate_Alanine_Serine_Interconversions|Serine-glyoxylate_cycle	Carbohydrates	rxn00272|rxn00422
peg.3259	"yurH,Bsu3250,NP_391133.1,gi|16080306,GeneID:936699"	3341492	3341492	Allantoate amidohydrolase (EC 3.5.3.9)			rxn01747|rxn03842
peg.3260	"yurI,Bsu3251,NP_391134.1,gi|16080307,GeneID:936687"	3343172	3343172	Extracellular ribonuclease precursor (EC 3.1.-.-)			
peg.3261	"yurJ,Bsu3252,NP_391135.1,gi|16080308,GeneID:937070"	3344072	3344072	"Multiple sugar ABC transporter, ATP-binding protein"	Fructooligosaccharides(FOS)_and_Raffinose_Utilization|Maltose_and_Maltodextrin_Utilization	Carbohydrates	rxn05147|rxn05173|rxn05194|rxn05162|rxn05167|rxn05160
peg.3262	"yurK,Bsu3253,NP_391136.1,gi|16080309,GeneID:936688"	3345357	3345357	"Transcriptional regulator, GntR family"			
peg.3263	"yurL,Bsu3254,NP_391137.1,gi|16080310,GeneID:936704"	3346110	3346110	kinase (ribokinase family)			
peg.3264	"yurM,Bsu3255,NP_391138.1,gi|16080311,GeneID:936696"	3346978	3346978	"Multiple sugar ABC transporter, membrane-spanning permease protein MsmG"	Fructooligosaccharides(FOS)_and_Raffinose_Utilization	Carbohydrates	rxn05147|rxn05173|rxn05194|rxn05162|rxn05167|rxn05160
peg.3265	"yurN,Bsu3256,NP_391139.1,gi|16080312,GeneID:936689"	3347884	3347884	"Multiple sugar ABC transporter, membrane-spanning permease protein MsmF"	Fructooligosaccharides(FOS)_and_Raffinose_Utilization	Carbohydrates	rxn05147|rxn05173|rxn05194|rxn05162|rxn05167|rxn05160
peg.3266	"yurO,Bsu3257,NP_391140.1,gi|16080313,GeneID:937094"	3348820	3348820	"Multiple sugar ABC transporter, substrate-binding protein"	Fructooligosaccharides(FOS)_and_Raffinose_Utilization	Carbohydrates	rxn05147|rxn05173|rxn05194|rxn05162|rxn05167|rxn05160
peg.3267	"yurP,Bsu3258,NP_391141.1,gi|16080314,GeneID:936701"	3350169	3350169	Fructoselysine 6-phosphate deglycase (EC 3.5.-.-)			rxn11511
peg.3268	"yurQ,Bsu3259,NP_391142.1,gi|16080315,GeneID:936694"	3351371	3351371	Endo/excinuclease amino terminal domain protein			
peg.3269	"yurR,Bsu3260,NP_391143.1,gi|16080316,GeneID:937069"	3351848	3351848	D-amino acid dehydrogenase small subunit (EC 1.4.99.1)	"Proline,_4-hydroxyproline_uptake_and_utilization|Pyruvate_Alanine_Serine_Interconversions|Respiratory_dehydrogenases_1"	Amino Acids and Derivatives|Carbohydrates|Respiration	
peg.3270	"yurS,Bsu3261,NP_391144.1,gi|16080317,GeneID:936705"	3353271	3353271				
peg.3271	"yurT,Bsu3262,NP_391145.1,gi|16080318,GeneID:937193"	3353610	3353610	Lactoylglutathione lyase and related lyases			rxn01834
peg.3272	"yurU,Bsu3263,NP_391146.1,gi|16080319,GeneID:936706"	3354652	3354652	Iron-sulfur cluster assembly protein SufB	Fe-S_cluster_assembly|Staphylococcal_phi-Mu50B-like_prophages|tRNA_modification_Bacteria	"Cofactors, Vitamins, Prosthetic Groups, Pigments|Virulence|RNA Metabolism"	
peg.3273	"yurV,Bsu3264,NP_391147.1,gi|16080320,GeneID:936702"	3356070	3356070	Iron-sulfur cluster assembly scaffold protein IscU	Fe-S_cluster_assembly|Wyeosine-MimG_Biosynthesis|tRNA_modification_Archaea|tRNA_modification_Bacteria	"Cofactors, Vitamins, Prosthetic Groups, Pigments|RNA Metabolism"	
